ac07_id,ac07_name,pc01_state_id,pc01_district_id,pc01_state_name,pc01_district_name,tr_ac_name
2007-01-061,chanani,01,,jammu kashmir,,chanani
2007-01-030,chrari sharief,01,,jammu kashmir,,chrari sharief
2007-01-053,doda,01,,jammu kashmir,,doda
2007-01-037,noorabad,01,,jammu kashmir,,noorabad
2007-01-018,hazratbal,01,,jammu kashmir,,hazratbal
2007-01-031,tral,01,,jammu kashmir,,tral
2007-02-048,dharamsala,02,,himachal pradesh,,dharamsala
2007-02-058,ani,02,,himachal pradesh,,ani
2007-02-014,solan,02,,himachal pradesh,,solanudivada
2007-02-001,kinnaur,02,,himachal pradesh,,kinnaur
2007-02-057,banjar,02,,himachal pradesh,,banjar
2007-02-067,darang,02,,himachal pradesh,,darang
2007-02-065,dharampur,02,,himachal pradesh,,dharampur
2007-02-040,jawalamukhi,02,,himachal pradesh,,jawalamukhi
2007-02-019,nahan,02,,himachal pradesh,,nahan
2007-02-061,nachan,02,,himachal pradesh,,nachan
2007-02-010,arki,02,,himachal pradesh,,arki
2007-02-062,sundernagar,02,,himachal pradesh,,sundernagar
2007-02-009,kasumpti,02,,himachal pradesh,,kasumpti
2007-02-007,theog,02,,himachal pradesh,,theog
2007-02-034,nurpur,02,,himachal pradesh,,nurpur
2007-02-046,nagrota,02,,himachal pradesh,,nagrota
2007-02-021,bilaspur,02,,himachal pradesh,,bilaspur
2007-02-022,ghumarwin,02,,himachal pradesh,,ghumarwin
2007-02-038,jaswan,02,,himachal pradesh,,jaswan
2007-02-033,kutlehar,02,,himachal pradesh,,kutlehar
2007-02-026,bamsan,02,,himachal pradesh,,bamsan
2007-02-031,santokgarh,02,,himachal pradesh,,santokgarh
2007-02-028,nadaunta,02,,himachal pradesh,,nadaunta
2007-02-024,nadaun,02,,himachal pradesh,,nadaun
2007-02-012,nalagarh,02,,himachal pradesh,,nalagarh
2007-02-052,rajnagar,02,,himachal pradesh,,rajnagar
2007-02-005,chopal,02,,himachal pradesh,,chopal
2007-02-025,hamirpur,02,,himachal pradesh,,hamirpur
2007-02-023,geharwin,02,,himachal pradesh,,geharwin
2007-02-053,chamba,02,,himachal pradesh,,chamba
2007-02-030,chintpurni,02,,himachal pradesh,,chintpurni
2007-02-004,jubbal kotkhai,02,,himachal pradesh,,jubbal kotkhai
2007-02-064,gopalpur,02,,himachal pradesh,,gopalpur
2007-02-006,kumarsain,02,,himachal pradesh,,kumarsain
2007-02-059,karsog,02,,himachal pradesh,,karsog
2007-02-002,rampur,02,,himachal pradesh,,rampur
2007-02-035,gangath,02,,himachal pradesh,,gangath
2007-02-060,chachiot,02,,himachal pradesh,,chachiot
2007-02-066,joginder nagar,02,,himachal pradesh,,joginder nagar
2007-02-018,paonta doon,02,,himachal pradesh,,paonta doon
2007-02-039,pragpur,02,,himachal pradesh,,pragpur sc
2007-02-047,shahpur,02,,himachal pradesh,,shahpur
2007-02-050,bhattiyat,02,,himachal pradesh,,bhattiyat
2007-02-027,mewa,02,,himachal pradesh,,mewa
2007-02-051,banikhet,02,,himachal pradesh,,banikhet
2007-02-044,palampur,02,,himachal pradesh,,palampur
2007-02-043,baijnath,02,,himachal pradesh,,baijnath
2007-02-016,rainka,02,,himachal pradesh,,rainka
2007-02-063,balh,02,,himachal pradesh,,balh
2007-02-036,jawali,02,,himachal pradesh,,jawali
2007-02-041,thural,02,,himachal pradesh,,thural
2007-02-056,kulu,02,,himachal pradesh,,kulu
2007-02-011,doon,02,,himachal pradesh,,doon
2007-02-054,bharmour,02,,himachal pradesh,,bharmour
2007-02-045,sulah,02,,himachal pradesh,,sulah
2007-02-042,rajgir,02,,himachal pradesh,,rajgir
2007-02-029,gagret,02,,himachal pradesh,,gagret
2007-02-003,rohru,02,,himachal pradesh,,rohru
2007-02-037,guler,02,,himachal pradesh,,guler
2007-02-032,una,02,,himachal pradesh,,una
2007-02-068,mandi,02,,himachal pradesh,,mandi
2007-02-049,kangra,02,,himachal pradesh,,kangra
2007-02-013,kasauli,02,,himachal pradesh,,kasauli
2007-02-055,lahaul and spiti,02,,himachal pradesh,,lahaul and spiti
2007-02-015,pachhad,02,,himachal pradesh,,pachhad
2007-02-008,simla,02,,himachal pradesh,,simla
2007-02-017,shillai,02,,himachal pradesh,,shillai
2007-02-020,kotkehloor,02,,himachal pradesh,,kotkehloor
2007-03-070,banur,03,,punjab,,banur
2007-03-098,dharamkot,03,,punjab,,dharamkot
2007-03-018,amritsar central,03,,punjab,,amritsar central
2007-03-115,mansa,03,,punjab,,mansa
2007-03-085,dhanaula,03,,punjab,,dhanaula
2007-03-079,sirhind,03,,punjab,,sirhind
2007-03-113,rampura phul,03,,punjab,,rampura phul
2007-03-027,valtoha,03,,punjab,,valtoha
2007-03-068,morinda,03,,punjab,,morinda
2007-03-095,firozepur,03,,punjab,,firozepur
2007-03-005,kahnuwan,03,,punjab,,kahnuwan
2007-03-023,tarn taran,03,,punjab,,tarn taran
2007-03-073,dakala,03,,punjab,,dakala
2007-03-102,panjgrain,03,,punjab,,panjgrain
2007-03-019,amritsar south,03,,punjab,,amritsar south
2007-03-080,dhuri,03,,punjab,,dhuri
2007-03-010,pathankot,03,,punjab,,pathankot
2007-03-014,verka,03,,punjab,,verka
2007-03-024,khadoor sahib,03,,punjab,,khadoor sahib
2007-03-076,patiala town,03,,punjab,,patiala town
2007-03-009,narot mehra,03,,punjab,,narot mehra
2007-03-051,dasuya,03,,punjab,,dasuya
2007-03-054,raikot,03,,punjab,,raikot
2007-03-082,sherpur,03,,punjab,,sherpur
2007-03-086,sangrur,03,,punjab,,sangrur
2007-03-117,sardulgarh,03,,punjab,,sardulgarh
2007-03-066,anandpur sahib ropar,03,,punjab,,anandpur sahib ropar
2007-03-116,budhlada,03,,punjab,,budhlada
2007-03-081,malerkotla,03,,punjab,,malerkotla
2007-03-037,banga,03,,punjab,,banga
2007-03-101,nihal singh wala,03,,punjab,,nihal singh wala
2007-03-048,sham chaurasi,03,,punjab,,sham chaurasi
2007-03-050,garhdiwala,03,,punjab,,garhdiwala
2007-03-055,dakha,03,,punjab,,dakha
2007-03-049,tanda,03,,punjab,,tanda
2007-03-012,beas,03,,punjab,,beas
2007-03-092,fazilka,03,,punjab,,fazilka
2007-03-097,zira,03,,punjab,,zira
2007-03-056,qila raipur,03,,punjab,,qila raipur
2007-03-108,lambi,03,,punjab,,lambi
2007-03-088,sunam,03,,punjab,,sunam
2007-03-094,guru har sahai,03,,punjab,,guru har sahai
2007-03-003,qadian,03,,punjab,,qadian
2007-03-015,jandiala,03,,punjab,,jandiala
2007-03-042,sultanpur,03,,punjab,,sultanpur
2007-03-061,payal,03,,punjab,,payal
2007-03-016,amritsar north,03,,punjab,,amritsar north
2007-03-044,balachaur,03,,punjab,,balachaur
2007-03-077,nabha,03,,punjab,,nabha
2007-03-033,kartarpur,03,,punjab,,kartarpur
2007-03-087,dirbha,03,,punjab,,dirbha
2007-03-109,talwandi sabo,03,,punjab,,talwandi sabo
2007-03-001,fatehgarh,03,,punjab,,fatehgarh
2007-03-007,gurdaspur,03,,punjab,,gurdaspur
2007-03-059,ludhiana east,03,,punjab,,ludhiana east
2007-03-020,ajnala,03,,punjab,,ajnala
2007-03-063,samrala,03,,punjab,,samrala
2007-03-043,phagwara,03,,punjab,,phagwara
2007-03-071,rajpura,03,,punjab,,rajpura
2007-03-004,srihargobindpur,03,,punjab,,srihargobindpur
2007-03-046,mahilpur,03,,punjab,,mahilpur
2007-03-041,kapurthala,03,,punjab,,kapurthala
2007-03-069,kharar,03,,punjab,,kharar
2007-03-111,bhatinda,03,,punjab,,bhatinda
2007-03-038,nawan shahr,03,,punjab,,nawanshahr
2007-03-022,attari,03,,punjab,,attari
2007-03-072,ghanaur,03,,punjab,,ghanaur
2007-03-052,mukerian,03,,punjab,,mukerian
2007-03-064,khanna,03,,punjab,,khanna
2007-03-035,nakodar,03,,punjab,,nakodar
2007-03-011,sujanpur,03,,punjab,,sujanpur
2007-03-089,lehra,03,,punjab,,lehra
2007-03-031,jullundur central,03,,punjab,,jullundur central
2007-03-112,nathana,03,,punjab,,nathana
2007-03-040,bholath,03,,punjab,,bholath
2007-03-045,garhshankar,03,,punjab,,garhshankar
2007-03-084,bhadaur,03,,punjab,,bhadaur
2007-03-030,jullundur north,03,,punjab,,jullundur north
2007-03-025,naushahra panwan,03,,punjab,,naushahra panwan
2007-03-075,samana,03,,punjab,,samana
2007-03-067,chamkaur sahib,03,,punjab,,chamkaur sahib
2007-03-096,firozepur cantonment,03,,punjab,,firozepur cantonment
2007-03-032,jullundur south,03,,punjab,,jullundur south
2007-03-036,nur mahal,03,,punjab,,nur mahal
2007-03-103,kot kapura,03,,punjab,,kot kapura
2007-03-026,patti,03,,punjab,,patti
2007-03-091,abohar,03,,punjab,,abohar
2007-03-078,amloh,03,,punjab,,amloh
2007-03-083,barnala,03,,punjab,,barnala
2007-03-002,batala,03,,punjab,,batala
2007-03-017,amritsar west,03,,punjab,,amritsar west
2007-03-106,giddar baha,03,,punjab,,gidderbaha
2007-03-053,jagraon,03,,punjab,,jagraon
2007-03-060,ludhiana rural,03,,punjab,,ludhiana rural
2007-03-093,jalalabad,03,,punjab,,jalalabad
2007-03-006,dhariwal,03,,punjab,,dhariwal
2007-03-099,moga,03,,punjab,,moga
2007-03-104,faridkot,03,,punjab,,faridkot
2007-03-057,ludhiana north,03,,punjab,,ludhiana north
2007-03-058,ludhiana west,03,,punjab,,ludhiana west
2007-03-074,shutrana,03,,punjab,,shutrana
2007-03-047,hoshiarpur,03,,punjab,,hoshiarpur
2007-03-065,nangal,03,,punjab,,nangal
2007-03-013,majitha,03,,punjab,,majitha
2007-03-062,kum kalan,03,,punjab,,kum kalan
2007-03-100,bagha purana,03,,punjab,,bagha purana
2007-03-029,jullundur cantonment,03,,punjab,,jullundur cantonment
2007-03-110,pakka kalan,03,,punjab,,pakka kalan
2007-03-008,dina nagar,03,,punjab,,dina nagar
2007-03-107,malout,03,,punjab,,malout
2007-03-105,muktsar,03,,punjab,,muktsar
2007-03-034,lohian,03,,punjab,,lohian
2007-03-021,raja sansi,03,,punjab,,raja sansi
2007-03-039,phillaur,03,,punjab,,phillaur
2007-03-028,adampur,03,,punjab,,adampur
2007-03-114,joga,03,,punjab,,joga
2007-03-090,balluana,03,,punjab,,balluana
2007-05-045,dwarahat,05,,uttarakhand,,dwarahat
2007-05-002,gangotri,05,,uttarakhand,,gangotri
2007-05-009,dhanolti,05,,uttarakhand,,dhanolti
2007-05-036,rudraprayag,05,,uttarakhand,,rudraprayag
2007-05-013,laxman chowk,05,,uttarakhand,,laxman chowk
2007-05-019,bhagwanpur,05,,uttarakhand,,bhagwanpur
2007-05-017,rishikesh,05,,uttarakhand,,rishikesh
2007-05-066,pithoragarh,05,,uttarakhand,,pithoragarh
2007-05-058,kashipur,05,,uttarakhand,,kashipur
2007-05-062,sitarganj,05,,uttarakhand,,sitarganj
2007-05-006,ghansali,05,,uttarakhand,,ghansali
2007-05-040,karanprayag,05,,uttarakhand,,karanprayag
2007-05-012,sahaspur,05,,uttarakhand,,sahaspur
2007-05-046,bhikiasain,05,,uttarakhand,,bhikiasain
2007-05-011,vikasnagar,05,,uttarakhand,,vikasnagar
2007-05-054,haldwani,05,,uttarakhand,,haldwani
2007-05-043,kanda,05,,uttarakhand,,kanda
2007-05-029,kotdwar,05,,uttarakhand,,kotdwar
2007-05-021,iqbalpur,05,,uttarakhand,,iqbalpur
2007-05-061,rudrapur kichha,05,,uttarakhand,,rudrapur kichha
2007-05-050,almora,05,,uttarakhand,,almora
2007-05-015,rajpur,05,,uttarakhand,,rajpur
2007-05-027,laldhang,05,,uttarakhand,,laldhang
2007-05-034,srinagar,05,,uttarakhand,,srinagar
2007-05-038,badrinath,05,,uttarakhand,,badrinath
2007-05-016,mussoorie,05,,uttarakhand,,mussoorie
2007-05-047,salt,05,,uttarakhand,,salt
2007-05-070,dharchula,05,,uttarakhand,,dharchula
2007-05-030,dhumakot,05,,uttarakhand,,dhumakot
2007-05-041,pindar,05,,uttarakhand,,pindar
2007-05-056,ramnagar,05,,uttarakhand,,ramnagar
2007-05-042,kapkot,05,,uttarakhand,,kapkot
2007-05-069,kanalichhina,05,,uttarakhand,,kanalichhina
2007-05-065,lohaghat,05,,uttarakhand,,lohaghat
2007-05-022,manglor,05,,uttarakhand,,manglor
2007-05-008,narendranagar,05,,uttarakhand,,narendranagar
2007-05-068,didihat,05,,uttarakhand,,didihat
2007-05-003,yamunotri,05,,uttarakhand,,yamunotri
2007-05-001,purola,05,,uttarakhand,,purola
2007-05-024,laksar,05,,uttarakhand,,laksar
2007-05-025,bahadrabad,05,,uttarakhand,,bahadrabad
2007-05-044,bageshwar,05,,uttarakhand,,bageshwar
2007-05-053,dhari,05,,uttarakhand,,dhari
2007-05-051,jageshwar,05,,uttarakhand,,jageshwar
2007-05-033,pauri,05,,uttarakhand,,pauri
2007-05-067,gangolihat,05,,uttarakhand,,gangolihat
2007-05-052,mukteshwar,05,,uttarakhand,,mukteshwar
2007-05-037,kedarnath,05,,uttarakhand,,kedarnath
2007-05-026,hardwar,05,,uttarakhand,,hardwar
2007-05-031,bironkhal,05,,uttarakhand,,bironkhal
2007-05-035,thalisain,05,,uttarakhand,,thalisain
2007-05-005,tehri,05,,uttarakhand,,dwarahat
2007-05-064,champawat,05,,uttarakhand,,champawat
2007-05-060,pantnagar gadarpur,05,,uttarakhand,,pantnagar gadarpur
2007-05-055,nainital,05,,uttarakhand,,nainital
2007-05-007,deoprayag,05,,uttarakhand,,deoprayag
2007-05-063,khatima,05,,uttarakhand,,khatima
2007-05-048,ranikhet,05,,uttarakhand,,ranikhet
2007-05-020,roorkee,05,,uttarakhand,,roorkee
2007-05-049,someshwar,05,,uttarakhand,,someshwar
2007-05-039,nandprayag,05,,uttarakhand,,nandprayag
2007-05-028,yamakeshwar,05,,uttarakhand,,yamakeshwar
2007-05-004,pratapnagar,05,,uttarakhand,,pratapnagar
2007-05-023,landhaura,05,,uttarakhand,,landhaura
2007-05-014,dehradun,05,,uttarakhand,,dehradun
2007-05-010,chakrata,05,,uttarakhand,,chakrata
2007-05-018,doiwala,05,,uttarakhand,,doiwala
2007-05-032,lansdowne,05,,uttarakhand,,lansdowne
2007-05-057,jaspur,05,,uttarakhand,,jaspur
2007-06-009,ambala city,06,,haryana,,ambala city
2007-06-029,kiloi,06,,haryana,,kiloi
2007-06-046,uchana kalan,06,,haryana,,uchana kalan
2007-06-087,jatusana,06,,haryana,,jatusana
2007-06-075,ghirai,06,,haryana,,ghirai
2007-06-071,narnaund,06,,haryana,,narnaund
2007-06-063,badhra,06,,haryana,,badhra
2007-06-065,mundhal khurd,06,,haryana,,mundhal khurd
2007-06-010,naggal,06,,haryana,,naggal
2007-06-089,ateli,06,,haryana,,ateli
2007-06-035,jhajjar,06,,haryana,,jhajjar
2007-06-007,mullana,06,,haryana,,mullana
2007-06-052,mewla maharajpur,06,,haryana,,mewla maharajpur
2007-06-068,loharu,06,,haryana,,loharu
2007-06-016,assandh,06,,haryana,,assandh
2007-06-030,rohtak,06,,haryana,,rohtak
2007-06-076,tohana,06,,haryana,,tohana
2007-06-074,hissar,06,,haryana,,hissar
2007-06-064,dadri,06,,haryana,,dadri
2007-06-053,ballabgarh,06,,haryana,,ballabgarh
2007-06-069,bawani khera,06,,haryana,,bawani khera
2007-06-079,adampur,06,,haryana,,adampur
2007-06-090,narnaul,06,,haryana,,narnaul
2007-06-055,hassanpur,06,,haryana,,hassanpur
2007-06-070,barwala,06,,haryana,,barwala
2007-06-020,shahabad,06,,haryana,,shahabad
2007-06-059,taoru,06,,haryana,,taoru
2007-06-022,thanesar,06,,haryana,,thanesar
2007-06-003,sadhaura,06,,haryana,,sadhaura
2007-06-032,kalanaur,06,,haryana,,kalanaur
2007-06-080,darba kalan,06,,haryana,,darba kalan
2007-06-036,badli,06,,haryana,,badli
2007-06-072,hansi,06,,haryana,,hansi
2007-06-004,chhachhrauli,06,,haryana,,chhachhrauli
2007-06-013,karnal,06,,haryana,,karnal
2007-06-054,palwal,06,,haryana,,palwal
2007-06-018,sambhalka,06,,haryana,,sambhalka
2007-06-037,bahadurgarh,06,,haryana,,bahadurgarh
2007-06-008,ambala cantonment,06,,haryana,,ambala cantonment
2007-06-001,kalka,06,,haryana,,kalka
2007-06-028,hassangarh,06,,haryana,,hassangarh
2007-06-006,jagadhri,06,,haryana,,jagadhri
2007-06-015,gharaunda,06,,haryana,,gharaunda
2007-06-002,naraingarh,06,,haryana,,naraingarh
2007-06-033,beri,06,,haryana,,beri
2007-06-019,naultha,06,,haryana,,naultha
2007-06-073,bhattu kalan,06,,haryana,,bhattu kalan
2007-06-034,salhawas,06,,haryana,,salhawas
2007-06-024,guhla,06,,haryana,,guhla
2007-06-066,bhiwani,06,,haryana,,bhiwani
2007-06-043,rohat,06,,haryana,,rohat
2007-06-011,indri,06,,haryana,,indri
2007-06-050,safidon,06,,haryana,,safidon
2007-06-026,pundri,06,,haryana,,pundri
2007-06-082,sirsa,06,,haryana,,sirsa
2007-06-031,meham,06,,haryana,,meham
2007-06-021,radaur,06,,haryana,,radaur
2007-06-012,nilokheri,06,,haryana,,nilokheri
2007-06-083,rori,06,,haryana,,rori
2007-06-041,sonepat,06,,haryana,,sonepat
2007-06-086,rewari,06,,haryana,,rewari
2007-06-049,julana,06,,haryana,,julana
2007-06-017,panipat,06,,haryana,,panipat
2007-06-078,fatehabad,06,,haryana,,fatehabad
2007-06-045,narwana,06,,haryana,,narwana
2007-06-060,sohna,06,,haryana,,sohna
2007-06-061,gurgaon,06,,haryana,,gurgaon
2007-06-067,tosham,06,,haryana,,tosham
2007-06-025,kaithal,06,,haryana,,kaithal
2007-06-058,nuh,06,,haryana,,nuh
2007-06-023,pehowa,06,,haryana,,pehowa
2007-06-044,kalayat,06,,haryana,,kalayat
2007-06-085,bawal,06,,haryana,,bawal
2007-06-084,dabwali,06,,haryana,,dabwali
2007-06-056,hathin,06,,haryana,,hathin
2007-06-081,ellenabad,06,,haryana,,ellenabad
2007-06-062,pataudi,06,,haryana,,pataudi
2007-06-040,kailana,06,,haryana,,kailana
2007-06-047,rajond,06,,haryana,,rajond
2007-06-048,jind,06,,haryana,,jind
2007-06-042,rai,06,,haryana,,rai
2007-06-077,ratia,06,,haryana,,ratia
2007-06-051,faridabad,06,,haryana,,faridabad
2007-06-027,pai,06,,haryana,,pai
2007-06-005,yamunanagar,06,,haryana,,yamunanagar
2007-06-039,gohana,06,,haryana,,gohana
2007-06-014,jundla,06,,haryana,,jundla
2007-06-057,ferozepur jhirka,06,,haryana,,ferozepur jhirka
2007-06-038,baroda,06,,haryana,,baroda
2007-06-088,mahendragarh,06,,haryana,,mahendragarh
2007-07-027,hastsal,07,,delhi,,hastsal
2007-07-007,kalkaji,07,,delhi,,kalkaji
2007-07-059,balli maran,07,,delhi,,balli maran
2007-07-039,mandawali,07,,delhi,,mandawali
2007-07-063,kamla nagar,07,,delhi,,kamla nagar
2007-07-050,ghonda,07,,delhi,,ghonda
2007-07-045,seemapuri,07,,delhi,,seemapuri
2007-07-055,bhalswa jahangirpur,07,,delhi,,bhalswa jahangirpur
2007-07-010,r k puram,07,,delhi,,r k puram
2007-07-064,sadar bazar,07,,delhi,,sadar bazar
2007-07-012,janak puri,07,,delhi,,janak puri
2007-07-065,moti nagar,07,,delhi,,moti nagar
2007-07-019,shalimar bagh,07,,delhi,,shalimar bagh
2007-07-022,bawana,07,,delhi,,bawana
2007-07-031,mahipalpur,07,,delhi,,mahipalpur
2007-07-030,palam,07,,delhi,,palam
2007-07-034,dr ambedkar nagar,07,,delhi,,dr ambedkar nagar
2007-07-005,jangpura,07,,delhi,,jangpura
2007-07-014,tilak nagar,07,,delhi,,tilak nagar
2007-07-062,model town,07,,delhi,,model town
2007-07-069,ram nagar,07,,delhi,,ram nagar
2007-07-021,sahibabad daulatpur,07,,delhi,,sahibabad daulatpur
2007-07-003,minto road,07,,delhi,,minto road
2007-07-018,shakurbasti,07,,delhi,,shakurbasti
2007-07-044,shahdara,07,,delhi,,shahdara
2007-07-023,sultanpur majra,07,,delhi,,sultanpur majra
2007-07-024,mangolpuri,07,,delhi,,mangolpuri
2007-07-004,kasturba nagar,07,,delhi,,kasturba nagar
2007-07-029,nasirpur,07,,delhi,,nasirpur
2007-07-043,vishwash nagar,07,,delhi,,vishwash nagar
2007-07-011,delhi cantonment,07,,delhi,,delhi cantonment
2007-07-016,madipur,07,,delhi,,madipur
2007-07-008,malviya nagar,07,,delhi,,malviya nagar
2007-07-006,okhla,07,,delhi,,okhla
2007-07-035,tuglakabad,07,,delhi,,tughlakabad
2007-07-015,rajouri garden,07,,delhi,,rajouri garden
2007-07-051,yamuna vihar,07,,delhi,,yamuna vihar
2007-07-066,patel nagar,07,,delhi,,patel nagar
2007-07-048,babarpur,07,,delhi,,babarpur
2007-07-049,seelampur,07,,delhi,,seelampur
2007-07-054,narela,07,,delhi,,narela
2007-07-056,adarsh nagar,07,,delhi,,adarsh nagar
2007-07-070,baljit nagar,07,,delhi,,baljit nagar
2007-07-060,chandni chowk,07,,delhi,,chandni chowk
2007-07-053,wazirpur,07,,delhi,,wazirpur
2007-07-001,sarojininagar,07,,delhi,,sarojininagar
2007-07-046,nand nagari,07,,delhi,,nand nagari
2007-07-068,karol bagh,07,,delhi,,karol bagh
2007-07-058,matia mahal,07,,delhi,,matia mahal
2007-07-020,badli,07,,delhi,,badli
2007-07-052,qarawal nagar,07,,delhi,,qarawal nagar
2007-07-032,mehrauli,07,,delhi,,mehrauli
2007-07-061,timarpur,07,,delhi,,timarpur
2007-07-036,badarpur,07,,delhi,,badarpur
2007-07-047,rohtas nagar,07,,delhi,,rohtas nagar
2007-07-067,rajinder nagar,07,,delhi,,rajinder nagar
2007-07-033,saket,07,,delhi,,saket
2007-07-009,hauz khas,07,,delhi,,hauz khas
2007-07-040,geeta colony,07,,delhi,,geeta colony
2007-07-002,gole market,07,,delhi,,gole market
2007-07-025,nangloi jat,07,,delhi,,nangloi jat
2007-07-041,gandhi nagar,07,,delhi,,gandhi nagar
2007-07-057,pahar ganj,07,,delhi,,pahar ganj
2007-07-017,tri nagar,07,,delhi,,tri nagar
2007-07-037,trilokpuri,07,,delhi,,trilok puri
2007-07-013,hari nagar,07,,delhi,,hari nagar
2007-07-026,vishnu garden,07,,delhi,,vishnu garden
2007-07-028,najafgarh,07,,delhi,,najafgarh
2007-07-042,krishna nagar,07,,delhi,,krishna nagar
2007-07-038,patpar ganj,07,,delhi,,patpar ganj
2007-08-080,karauli,08,,rajasthan,,karauli
2007-08-009,raisinghnagar,08,,rajasthan,,raisinghnagar
2007-08-010,pilibanga,08,,rajasthan,,pilibanga
2007-08-183,jodhpur,08,,rajasthan,,jodhpur
2007-08-099,beawar,08,,rajasthan,,beawar
2007-08-177,barmer,08,,rajasthan,,barmer
2007-08-165,sumerpur,08,,rajasthan,,sumerpur
2007-08-123,kapasin,08,,rajasthan,,kapasin
