ac08_id,ac08_name,pc01_state_id,pc01_district_id,pc01_state_name,pc01_district_name,tr_ac_name
2008-02-005,bhattiyat,02,01,himachal pradesh,chamba,bhattiyat
2008-02-002,bharmour,02,01,himachal pradesh,chamba,bharmour
2008-02-003,chamba,02,01,himachal pradesh,chamba,chamba
2008-02-001,churah,02,01,himachal pradesh,chamba,churah
2008-02-004,dalhousie,02,01,himachal pradesh,chamba,dalhousie
2008-02-017,shahpur,02,02,himachal pradesh,kangra,shahpur
2008-02-019,palampur,02,02,himachal pradesh,kangra,palampur
2008-02-020,baijnath,02,02,himachal pradesh,kangra,baijnath
2008-02-008,fatehpur,02,02,himachal pradesh,kangra,fatehpur
2008-02-006,nurpur,02,02,himachal pradesh,kangra,nurpur
2008-02-012,jawalamukhi,02,02,himachal pradesh,kangra,jawalamukhi
2008-02-009,jawali,02,02,himachal pradesh,kangra,jawali
2008-02-007,indora,02,02,himachal pradesh,kangra,indora
2008-02-018,dharamshala,02,02,himachal pradesh,kangra,dharamshala
2008-02-014,sullah,02,02,himachal pradesh,kangra,sullah
2008-02-013,jaisinghpur,02,02,himachal pradesh,kangra,jaisinghpur
2008-02-016,kangra,02,02,himachal pradesh,kangra,kangra
2008-02-015,nagrota,02,02,himachal pradesh,kangra,nagrota
2008-02-010,dehra,02,02,himachal pradesh,kangra,dehra
2008-02-011,jaswan pragpur,02,02,himachal pradesh,kangra,jaswan pragpur
2008-02-021,lahaul spiti,02,03,himachal pradesh,lahul spiti,lahaul spiti
2008-02-022,manali,02,04,himachal pradesh,kullu,manali
2008-02-025,anni,02,04,himachal pradesh,kullu,anni
2008-02-023,kulu,02,04,himachal pradesh,kullu,kulu
2008-02-024,banjar,02,04,himachal pradesh,kullu,banjar
2008-02-030,darang,02,05,himachal pradesh,mandi,darang
2008-02-026,karsog,02,05,himachal pradesh,mandi,karsog
2008-02-035,sarkaghat,02,05,himachal pradesh,mandi,sarkaghat
2008-02-027,sundernagar,02,05,himachal pradesh,mandi,sundernagar
2008-02-028,nachan,02,05,himachal pradesh,mandi,nachan
2008-02-029,seraj,02,05,himachal pradesh,mandi,seraj
2008-02-032,dharampur,02,05,himachal pradesh,mandi,dharampur
2008-02-033,mandi,02,05,himachal pradesh,mandi,mandi
2008-02-034,balh,02,05,himachal pradesh,mandi,balh
2008-02-031,jogindernagar,02,05,himachal pradesh,mandi,jogindernagar
2008-02-036,bhoranj,02,06,himachal pradesh,hamirpur,bhoranj
2008-02-038,hamirpur,02,06,himachal pradesh,hamirpur,hamirpur
2008-02-040,nadaun,02,06,himachal pradesh,hamirpur,nadaun
2008-02-039,barsar,02,06,himachal pradesh,hamirpur,barsar
2008-02-037,sujanpur,02,06,himachal pradesh,hamirpur,sujanpur
2008-02-041,chintpurni,02,07,himachal pradesh,una,chintpurni
2008-02-043,haroli,02,07,himachal pradesh,una,haroli
2008-02-044,una,02,07,himachal pradesh,una,una
2008-02-045,kutlehar,02,07,himachal pradesh,una,kutlehar
2008-02-042,gagret,02,07,himachal pradesh,una,gagret
2008-02-047,ghumarwin,02,08,himachal pradesh,bilaspur,ghumarwin
2008-02-048,bilaspur,02,08,himachal pradesh,bilaspur,bilaspur
2008-02-046,jhanduta,02,08,himachal pradesh,bilaspur,jhanduta
2008-02-049,sri naina deviji,02,08,himachal pradesh,bilaspur,sri naina deviji
2008-02-051,nalagarh,02,09,himachal pradesh,solan,nalagarh
2008-02-052,doon,02,09,himachal pradesh,solan,doon
2008-02-053,solan,02,09,himachal pradesh,solan,solan
2008-02-054,kasauli,02,09,himachal pradesh,solan,kasauli
2008-02-050,arki,02,09,himachal pradesh,solan,arki
2008-02-059,shillai,02,10,himachal pradesh,sirmaur,shillai
2008-02-058,paonta sahib,02,10,himachal pradesh,sirmaur,paonta sahib
2008-02-055,pachhad,02,10,himachal pradesh,sirmaur,pachhad
2008-02-057,sri renukaji,02,10,himachal pradesh,sirmaur,sri renukaji
2008-02-056,nahan,02,10,himachal pradesh,sirmaur,nahan
2008-02-064,shimla rural,02,11,himachal pradesh,shimla,shimla rural
2008-02-062,kasumpti,02,11,himachal pradesh,shimla,kasumpti
2008-02-065,jubbal kotkhai,02,11,himachal pradesh,shimla,jubbal kotkhai
2008-02-061,theog,02,11,himachal pradesh,shimla,theog
2008-02-060,chopal,02,11,himachal pradesh,shimla,chopal
2008-02-067,rohru,02,11,himachal pradesh,shimla,rohru
2008-02-066,rampur,02,11,himachal pradesh,shimla,rampur
2008-02-063,shimla,02,11,himachal pradesh,shimla,shimla
2008-02-068,kinnaur,02,12,himachal pradesh,kinnaur,kinnaur
2008-03-024,khadoor sahib,03,,punjab,,khadoor sahib
2008-03-082,balluana,03,,punjab,,balluana
2008-03-081,abohar,03,,punjab,,abohar
2008-03-003,pathankot,03,,punjab,,pathankot
2008-03-102,bhadaur,03,,punjab,,bhadaur
2008-03-079,jalalabad,03,,punjab,,jalalabad
2008-03-112,dera bassi,03,,punjab,,dera bassi
2008-03-104,mehal kalan,03,,punjab,,mehal kalan
2008-03-023,patti,03,,punjab,,patti
2008-03-080,fazilka,03,,punjab,,fazilka
2008-03-021,tarn taran,03,,punjab,,tarn taran
2008-03-002,bhoa,03,,punjab,,bhoa
2008-03-053,s a s nagar,03,,punjab,,s a s nagar
2008-03-001,sujanpur,03,,punjab,,sujanpur
2008-03-052,kharar,03,,punjab,,kharar
2008-03-103,barnala,03,,punjab,,barnala
2008-03-022,khem karan,03,,punjab,,khem karan
2008-03-005,dina nagar,03,01,punjab,gurdaspur,dina nagar
2008-03-010,dera baba nanak,03,01,punjab,gurdaspur,dera baba nanak
2008-03-009,fatehgarh churian,03,01,punjab,gurdaspur,fatehgarh churian
2008-03-004,gurdaspur,03,01,punjab,gurdaspur,gurdaspur
2008-03-007,batala,03,01,punjab,gurdaspur,batala
2008-03-008,sri hargobindpur,03,01,punjab,gurdaspur,sri hargobindpur
2008-03-006,qadian,03,01,punjab,gurdaspur,qadian
2008-03-018,amritsar east,03,02,punjab,amritsar,amritsar east
2008-03-016,amritsar west,03,02,punjab,amritsar,amritsar west
2008-03-025,baba bakala,03,02,punjab,amritsar,baba bakala
2008-03-015,amritsar north,03,02,punjab,amritsar,amritsar north
2008-03-020,attari,03,02,punjab,amritsar,attari
2008-03-012,raja sansi,03,02,punjab,amritsar,raja sansi
2008-03-011,ajnala,03,02,punjab,amritsar,ajnala
2008-03-019,amritsar south,03,02,punjab,amritsar,amritsar south
2008-03-017,amritsar central,03,02,punjab,amritsar,amritsar central
2008-03-014,jandiala,03,02,punjab,amritsar,jandiala
2008-03-013,majitha,03,02,punjab,amritsar,majitha
2008-03-027,kapurthala,03,03,punjab,kapurthala,kapurthala
2008-03-029,phagwara,03,03,punjab,kapurthala,phagwara
2008-03-028,sultanpur lodhi,03,03,punjab,kapurthala,sultanpur lodhi
2008-03-026,bholath,03,03,punjab,kapurthala,bholath
2008-03-032,shahkot,03,04,punjab,jalandhar,shahkot
2008-03-037,jalandhar cantt,03,04,punjab,jalandhar,jalandhar cantt
2008-03-038,adampur,03,04,punjab,jalandhar,adampur
2008-03-034,jalandhar west,03,04,punjab,jalandhar,jalandhar west
2008-03-031,nakodar,03,04,punjab,jalandhar,nakodar
2008-03-030,phillaur,03,04,punjab,jalandhar,phillaur
2008-03-036,jalandhar north,03,04,punjab,jalandhar,jalandhar north
2008-03-035,jalandhar central,03,04,punjab,jalandhar,jalandhar central
2008-03-033,kartarpur,03,04,punjab,jalandhar,kartarpur
2008-03-044,chabbewal,03,05,punjab,hoshiarpur,chabbewal
2008-03-039,mukerian,03,05,punjab,hoshiarpur,mukerian
2008-03-045,garhshankar,03,05,punjab,hoshiarpur,garhshankar
2008-03-043,hoshiarpur,03,05,punjab,hoshiarpur,hoshiarpur
2008-03-040,dasuya,03,05,punjab,hoshiarpur,dasuya
2008-03-041,urmar,03,05,punjab,hoshiarpur,urmar
2008-03-042,sham chaurasi,03,05,punjab,hoshiarpur,sham chaurasi
2008-03-048,balachaur,03,06,punjab,nawanshahr,balachaur
2008-03-047,nawan shahr,03,06,punjab,nawanshahr,nawan shahr
2008-03-046,banga,03,06,punjab,nawanshahr,banga
2008-03-049,anandpur sahib,03,07,punjab,rupnagar,anandpur sahib
2008-03-050,rupnagar,03,07,punjab,rupnagar,rupnagar
2008-03-051,chamkaur sahib,03,07,punjab,rupnagar,chamkaur sahib
2008-03-055,fatehgarh sahib,03,08,punjab,fatehgarh sahib,fatehgarh sahib
2008-03-056,amloh,03,08,punjab,fatehgarh sahib,amloh
2008-03-054,bassi pathana,03,08,punjab,fatehgarh sahib,bassi pathana
2008-03-057,khanna,03,09,punjab,ludhiana,khanna
2008-03-059,sahnewal,03,09,punjab,ludhiana,sahnewal
2008-03-060,ludhiana east,03,09,punjab,ludhiana,ludhiana east
2008-03-070,jagraon,03,09,punjab,ludhiana,jagraon
2008-03-061,ludhiana south,03,09,punjab,ludhiana,ludhiana south
2008-03-067,payal,03,09,punjab,ludhiana,payal
2008-03-066,gill,03,09,punjab,ludhiana,gill
2008-03-068,dakha,03,09,punjab,ludhiana,dakha
2008-03-064,ludhiana west,03,09,punjab,ludhiana,ludhiana west
2008-03-062,atam nagar,03,09,punjab,ludhiana,atam nagar
2008-03-058,samrala,03,09,punjab,ludhiana,samrala
2008-03-065,ludhiana north,03,09,punjab,ludhiana,ludhiana north
2008-03-063,ludhiana central,03,09,punjab,ludhiana,ludhiana central
2008-03-069,raikot,03,09,punjab,ludhiana,raikot
2008-03-071,nihal singh wala,03,10,punjab,moga,nihal singh wala
2008-03-074,dharamkot,03,10,punjab,moga,dharamkot
2008-03-072,bhagha purana,03,10,punjab,moga,bhagha purana
2008-03-073,moga,03,10,punjab,moga,moga
2008-03-076,firozpur city,03,11,punjab,firozpur,firozpur city
2008-03-075,zira,03,11,punjab,firozpur,zira
2008-03-078,guru har sahai,03,11,punjab,firozpur,guru har sahai
2008-03-077,firozpur rural,03,11,punjab,firozpur,firozpur rural
2008-03-084,gidderbaha,03,12,punjab,muktsar,gidderbaha
2008-03-085,malout,03,12,punjab,muktsar,malout
2008-03-086,muktsar,03,12,punjab,muktsar,muktsar
2008-03-083,lambi,03,12,punjab,muktsar,lambi
2008-03-089,jaitu,03,13,punjab,faridkot,jaitu
2008-03-088,kotkapura,03,13,punjab,faridkot,kotkapura
2008-03-087,faridkot,03,13,punjab,faridkot,faridkot
2008-03-091,bhucho mandi,03,14,punjab,bathinda,bhucho mandi
2008-03-095,maur,03,14,punjab,bathinda,maur
2008-03-092,bathinda urban,03,14,punjab,bathinda,bathinda urban
2008-03-090,rampura phul,03,14,punjab,bathinda,rampura phul
2008-03-094,talwandi sabo,03,14,punjab,bathinda,talwandi sabo
2008-03-093,bathinda rural,03,14,punjab,bathinda,bathinda rural
2008-03-097,sardulgarh,03,15,punjab,mansa,sardulgarh
2008-03-096,mansa,03,15,punjab,mansa,mansa
2008-03-098,budhlada,03,15,punjab,mansa,budhlada
2008-03-106,amargarh,03,16,punjab,sangrur,amargarh
2008-03-108,sangrur,03,16,punjab,sangrur,sangrur
2008-03-099,lehra,03,16,punjab,sangrur,lehra
2008-03-105,malerkotla,03,16,punjab,sangrur,malerkotla
2008-03-107,dhuri,03,16,punjab,sangrur,dhuri
2008-03-100,dirba,03,16,punjab,sangrur,dirba
2008-03-101,sunam,03,16,punjab,sangrur,sunam
2008-03-111,rajpura,03,17,punjab,patiala,rajpura
2008-03-115,patiala,03,17,punjab,patiala,patiala
2008-03-116,samana,03,17,punjab,patiala,samana
2008-03-113,ghanaur,03,17,punjab,patiala,ghanaur
2008-03-114,sanour,03,17,punjab,patiala,sanour
2008-03-110,patiala rural,03,17,punjab,patiala,patiala rural
2008-03-117,shutrana,03,17,punjab,patiala,shutrana
2008-03-109,nabha,03,17,punjab,patiala,nabha
2008-05-040,lansdowne,05,,uttarakhand,,lansdowne
2008-05-037,pauri,05,,uttarakhand,,pauri
2008-05-041,kotdwar,05,,uttarakhand,,kotdwar
2008-05-039,chaubattakhal,05,,uttarakhand,,chaubattakhal
2008-05-038,srinagar,05,,uttarakhand,,srinagar
2008-05-036,yamkeshwar,05,,uttarakhand,,yamkeshwar
2008-05-003,gangotri,05,01,uttarakhand,uttarkashi,gangotri
2008-05-001,purola,05,01,uttarakhand,uttarkashi,purola
2008-05-002,yamunotri,05,01,uttarakhand,uttarkashi,yamunotri
2008-05-004,badrinath,05,02,uttarakhand,chamoli,badrinath
2008-05-006,karnprayag,05,02,uttarakhand,chamoli,karnprayag
2008-05-005,tharali,05,02,uttarakhand,chamoli,tharali
2008-05-007,kedarnath,05,03,uttarakhand,rudraprayag,kedarnath
2008-05-008,rudraprayag,05,03,uttarakhand,rudraprayag,rudraprayag
2008-05-014,dhanolti,05,04,uttarakhand,tehri garhwal,dhanolti
2008-05-010,deoprayag,05,04,uttarakhand,tehri garhwal,deoprayag
2008-05-012,pratapnagar,05,04,uttarakhand,tehri garhwal,pratapnagar
2008-05-009,ghanshali,05,04,uttarakhand,tehri garhwal,ghanshali
2008-05-013,tehri,05,04,uttarakhand,tehri garhwal,tehri
2008-05-011,narendranagar,05,04,uttarakhand,tehri garhwal,narendranagar
2008-05-022,mussoorie,05,05,uttarakhand,dehradun,mussoorie
2008-05-020,rajpur road,05,05,uttarakhand,dehradun,rajpur road
2008-05-017,sahaspur,05,05,uttarakhand,dehradun,sahaspur
2008-05-016,vikasnagar,05,05,uttarakhand,dehradun,vikasnagar
2008-05-018,dharampur,05,05,uttarakhand,dehradun,dharampur
2008-05-021,dehradun cantt,05,05,uttarakhand,dehradun,dehradun cantt
2008-05-019,raipur,05,05,uttarakhand,dehradun,raipur
2008-05-023,doiwala,05,05,uttarakhand,dehradun,doiwala
2008-05-015,chakrata,05,05,uttarakhand,dehradun,chakrata
2008-05-024,rishikesh,05,05,uttarakhand,dehradun,rishikesh
2008-05-042,dharchula,05,07,uttarakhand,pithoragarh,dharchula
2008-05-043,didihat,05,07,uttarakhand,pithoragarh,didihat
2008-05-045,gangolihat,05,07,uttarakhand,pithoragarh,gangolihat
2008-05-044,pithoragarh,05,07,uttarakhand,pithoragarh,pithoragarh
2008-05-047,bageshwar,05,08,uttarakhand,bageshwar,bageshwar
2008-05-046,kapkote,05,08,uttarakhand,bageshwar,kapkote
2008-05-051,someshwar,05,09,uttarakhand,almora,someshwar
2008-05-048,dwarahat,05,09,uttarakhand,almora,dwarahat
2008-05-049,salt,05,09,uttarakhand,almora,salt
2008-05-053,jageshwar,05,09,uttarakhand,almora,jageshwar
2008-05-050,ranikhet,05,09,uttarakhand,almora,ranikhet
2008-05-052,almora,05,09,uttarakhand,almora,almora
2008-05-055,champawat,05,10,uttarakhand,champawat,champawat
2008-05-054,lohaghat,05,10,uttarakhand,champawat,lohaghat
2008-05-061,ramnagar,05,11,uttarakhand,nainital,ramnagar
2008-05-058,nainital,05,11,uttarakhand,nainital,nainital
2008-05-060,kaladhungi,05,11,uttarakhand,nainital,kaladhungi
2008-05-056,lalkuwa,05,11,uttarakhand,nainital,lalkuwa
2008-05-059,haldwani,05,11,uttarakhand,nainital,haldwani
2008-05-057,bhimtal,05,11,uttarakhand,nainital,bhimtal
2008-05-068,sitarganj,05,12,uttarakhand,udham singh nagar,sitarganj
2008-05-067,kichha,05,12,uttarakhand,udham singh nagar,kichha
2008-05-066,rudrapur,05,12,uttarakhand,udham singh nagar,rudrapur
2008-05-062,jaspur,05,12,uttarakhand,udham singh nagar,jaspur
2008-05-063,kashipur,05,12,uttarakhand,udham singh nagar,kashipur
2008-05-069,nanak matta,05,12,uttarakhand,udham singh nagar,nanak matta
2008-05-070,khatima,05,12,uttarakhand,udham singh nagar,khatima
2008-05-065,gadarpur,05,12,uttarakhand,udham singh nagar,gadarpur
2008-05-064,bajpur,05,12,uttarakhand,udham singh nagar,bajpur
2008-05-034,laksar,05,13,uttarakhand,hardwar,laksar
2008-05-031,roorkee,05,13,uttarakhand,hardwar,roorkee
2008-05-033,manglore,05,13,uttarakhand,hardwar,manglore
2008-05-026,b h e l ranipur,05,13,uttarakhand,hardwar,b h e l ranipur
2008-05-032,khanpur,05,13,uttarakhand,hardwar,khanpur
2008-05-027,jwalapur,05,13,uttarakhand,hardwar,jwalapur
2008-05-028,bhagwanpur,05,13,uttarakhand,hardwar,bhagwanpur
2008-05-029,jhabrera,05,13,uttarakhand,hardwar,jhabrera
2008-05-035,hardwar rural,05,13,uttarakhand,hardwar,hardwar rural
2008-05-030,pirankaliyar,05,13,uttarakhand,hardwar,pirankaliyar
2008-05-025,hardwar,05,13,uttarakhand,hardwar,hardwar
2008-06-083,hodal,06,,haryana,,hodal
2008-06-084,palwal,06,,haryana,,palwal
2008-06-079,nuh,06,,haryana,,nuh
2008-06-081,punahana,06,,haryana,,punahana
2008-06-080,ferozepur jhirka,06,,haryana,,ferozepur jhirka
2008-06-082,hathin,06,,haryana,,hathin
2008-06-002,panchkula,06,01,haryana,panchkula,panchkula
2008-06-001,kalka,06,01,haryana,panchkula,kalka
2008-06-004,ambala cantt,06,02,haryana,ambala,ambala cantt
2008-06-003,naraingarh,06,02,haryana,ambala,naraingarh
2008-06-005,ambala city,06,02,haryana,ambala,ambala city
2008-06-006,mulana,06,02,haryana,ambala,mulana
2008-06-007,sadhaura,06,03,haryana,yamunanagar,sadhaura
2008-06-010,radaur,06,03,haryana,yamunanagar,radaur
2008-06-009,yamunanagar,06,03,haryana,yamunanagar,yamunanagar
2008-06-008,jagadhri,06,03,haryana,yamunanagar,jagadhri
2008-06-013,thanesar,06,04,haryana,kurukshetra,thanesar
2008-06-012,shahbad,06,04,haryana,kurukshetra,shahbad
2008-06-014,pehowa,06,04,haryana,kurukshetra,pehowa
2008-06-011,ladwa,06,04,haryana,kurukshetra,ladwa
2008-06-018,pundri,06,05,haryana,kaithal,pundri
2008-06-017,kaithal,06,05,haryana,kaithal,kaithal
2008-06-015,guhla,06,05,haryana,kaithal,guhla
2008-06-016,kalayat,06,05,haryana,kaithal,kalayat
2008-06-019,nilokheri,06,06,haryana,karnal,nilokheri
2008-06-021,karnal,06,06,haryana,karnal,karnal
2008-06-020,indri,06,06,haryana,karnal,indri
2008-06-022,gharaunda,06,06,haryana,karnal,gharaunda
2008-06-023,assandh,06,06,haryana,karnal,assandh
2008-06-027,samalkha,06,07,haryana,panipat,samalkha
2008-06-026,israna,06,07,haryana,panipat,israna
2008-06-024,panipat rural,06,07,haryana,panipat,panipat rural
2008-06-025,panipat city,06,07,haryana,panipat,panipat city
2008-06-028,ganaur,06,08,haryana,sonipat,ganaur
2008-06-030,kharkhauda,06,08,haryana,sonipat,kharkhauda
2008-06-033,baroda,06,08,haryana,sonipat,baroda
2008-06-029,rai,06,08,haryana,sonipat,rai
2008-06-032,gohana,06,08,haryana,sonipat,gohana
2008-06-031,sonipat,06,08,haryana,sonipat,sonipat
2008-06-037,uchana kalan,06,09,haryana,jind,uchana kalan
2008-06-034,julana,06,09,haryana,jind,julana
2008-06-035,safidon,06,09,haryana,jind,safidon
2008-06-036,jind,06,09,haryana,jind,jind
2008-06-038,narwana,06,09,haryana,jind,narwana
2008-06-040,fatehabad,06,10,haryana,fatehabad,fatehabad
2008-06-041,ratia,06,10,haryana,fatehabad,ratia
2008-06-039,tohana,06,10,haryana,fatehabad,tohana
2008-06-045,sirsa,06,11,haryana,sirsa,sirsa
2008-06-042,kalanwali,06,11,haryana,sirsa,kalanwali
2008-06-046,ellenabad,06,11,haryana,sirsa,ellenabad
2008-06-044,rania,06,11,haryana,sirsa,rania
2008-06-043,dabwali,06,11,haryana,sirsa,dabwali
2008-06-051,barwala,06,12,haryana,hisar,barwala
2008-06-048,uklana,06,12,haryana,hisar,uklana
2008-06-053,nalwa,06,12,haryana,hisar,nalwa
2008-06-052,hisar,06,12,haryana,hisar,hisar
2008-06-047,adampur,06,12,haryana,hisar,adampur
2008-06-050,hansi,06,12,haryana,hisar,hansi
2008-06-049,narnaund,06,12,haryana,hisar,narnaund
2008-06-055,badhra,06,13,haryana,bhiwani,badhra
2008-06-059,bawani khera,06,13,haryana,bhiwani,bawani khera
2008-06-058,tosham,06,13,haryana,bhiwani,tosham
2008-06-056,dadri,06,13,haryana,bhiwani,dadri
2008-06-054,loharu,06,13,haryana,bhiwani,loharu
2008-06-057,bhiwani,06,13,haryana,bhiwani,bhiwani
2008-06-060,meham,06,14,haryana,rohtak,meham
2008-06-062,rohtak,06,14,haryana,rohtak,rohtak
2008-06-063,kalanaur,06,14,haryana,rohtak,kalanaur
2008-06-061,garhi sampla kiloi,06,14,haryana,rohtak,garhi sampla kiloi
2008-06-064,bahadurgarh,06,15,haryana,jhajjar,bahadurgarh
2008-06-065,badli,06,15,haryana,jhajjar,badli
2008-06-067,beri,06,15,haryana,jhajjar,beri
2008-06-066,jhajjar,06,15,haryana,jhajjar,jhajjar
2008-06-071,nangal chaudhry,06,16,haryana,mahendragarh,nangal chaudhry
2008-06-068,ateli,06,16,haryana,mahendragarh,ateli
2008-06-069,mahendragarh,06,16,haryana,mahendragarh,mahendragarh
2008-06-070,narnaul,06,16,haryana,mahendragarh,narnaul
2008-06-074,rewari,06,17,haryana,rewari,rewari
2008-06-073,kosli,06,17,haryana,rewari,kosli
2008-06-072,bawal,06,17,haryana,rewari,bawal
2008-06-078,sohna,06,18,haryana,gurgaon,sohna
2008-06-077,gurgaon,06,18,haryana,gurgaon,gurgaon
2008-06-075,pataudi,06,18,haryana,gurgaon,pataudi
2008-06-076,badshahpur,06,18,haryana,gurgaon,badshahpur
2008-06-089,faridabad,06,19,haryana,faridabad,faridabad
2008-06-086,faridabad nit,06,19,haryana,faridabad,faridabad nit
2008-06-087,badkhal,06,19,haryana,faridabad,badkhal
2008-06-085,prithla,06,19,haryana,faridabad,prithla
2008-06-090,tigaon,06,19,haryana,faridabad,tigaon
2008-06-088,ballabhgarh,06,19,haryana,faridabad,ballabhgarh
2008-07-011,nangloi jat,07,,delhi,,nangloi jat
2008-07-068,gokalpur,07,,delhi,,gokalpur
2008-07-021,matia mahal,07,,delhi,,matia mahal
2008-07-045,mehrauli,07,,delhi,,mehrauli
